creator,creatorLabel,datebirth,datedeath,placebirthLabel,lat_long,placedeathLabel,lat_long_2
http://www.wikidata.org/entity/Q1378931,Giovanni Battista Zelotti,1526-01-01T00:00:00Z,1578-08-28T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Mantoue,"45.156388888889, 10.791111111111"
http://www.wikidata.org/entity/Q1380214,Fiorenzo di Lorenzo,1445-01-01T00:00:00Z,1522-01-01T00:00:00Z,Pérouse,"43.1121, 12.3888",Pérouse,"43.1121, 12.3888"
http://www.wikidata.org/entity/Q1364424,Guillaume de Marcillat,1470-01-01T00:00:00Z,1529-01-01T00:00:00Z,La Châtre,"46.582222222222, 1.9872222222222",Arezzo,"43.463055555556, 11.878055555556"
http://www.wikidata.org/entity/Q1405518,Leonardo da Pistoia,1502-01-01T00:00:00Z,1548-06-26T00:00:00Z,Pistoia,"43.933333333333, 10.916666666667",Naples,"40.833333333333, 14.25"
http://www.wikidata.org/entity/Q2868336,Cornelis van der Goude,1510-01-01T00:00:00Z,1550-01-01T00:00:00Z,Gouda,"52.01917, 4.7079",Gouda,"52.016666666667, 4.7166666666667"
http://www.wikidata.org/entity/Q2868336,Cornelis van der Goude,1510-01-01T00:00:00Z,1550-01-01T00:00:00Z,Gouda,"52.016666666667, 4.7166666666667",Gouda,"52.016666666667, 4.7166666666667"
http://www.wikidata.org/entity/Q2868336,Cornelis van der Goude,1510-01-01T00:00:00Z,1550-01-01T00:00:00Z,Gouda,"52.01917, 4.7079",Gouda,"52.01917, 4.7079"
http://www.wikidata.org/entity/Q2868336,Cornelis van der Goude,1510-01-01T00:00:00Z,1550-01-01T00:00:00Z,Gouda,"52.016666666667, 4.7166666666667",Gouda,"52.01917, 4.7079"
http://www.wikidata.org/entity/Q2559107,Jacob de Gheyn,1600-01-01T00:00:00Z,1582-01-01T00:00:00Z,Utrecht,"52.088888888889, 5.1155555555556",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2538308,Jacopino del Conte,1513-01-01T00:00:00Z,1598-01-09T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q2524713,Frans Mostaert,1528-01-01T00:00:00Z,1560-01-01T00:00:00Z,Hulst,"51.3158, 4.0539",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2544209,Domenico Puligo,1492-01-01T00:00:00Z,1527-09-27T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2632655,Jacopo Torni,1476-01-01T00:00:00Z,1526-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Villena,"38.635, -0.86583333333333"
http://www.wikidata.org/entity/Q2609071,Frans Verbeeck,1510-01-01T00:00:00Z,1570-08-03T00:00:00Z,Malines,"51.016666666667, 4.4666666666667",Malines,"51.016666666667, 4.4666666666667"
http://www.wikidata.org/entity/Q2578459,Giuliano Bugiardini,1475-01-29T00:00:00Z,1554-02-17T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2578459,Giuliano Bugiardini,1475-01-29T00:00:00Z,1555-02-17T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2619534,Orazio Sammachini,1532-12-30T00:00:00Z,1577-06-22T00:00:00Z,Bologne,"44.493888888889, 11.342777777778",Bologne,"44.493888888889, 11.342777777778"
http://www.wikidata.org/entity/Q2610648,Jean Cousin l'Ancien,1500-01-01T00:00:00Z,1589-01-01T00:00:00Z,Soucy,"48.249444444444, 3.3241666666667",Paris,"48.856577777778, 2.3518277777778"
http://www.wikidata.org/entity/Q3104278,Gerolamo Giovenone,1490-01-01T00:00:00Z,1555-01-01T00:00:00Z,Verceil,"45.316666666667, 8.4166666666667",Verceil,"45.316666666667, 8.4166666666667"
http://www.wikidata.org/entity/Q3069002,Fermo Ghisoni da Caravaggio,1505-01-01T00:00:00Z,1575-01-01T00:00:00Z,Caravaggio,"45.497777777778, 9.6430555555556",Mantoue,"45.156388888889, 10.791111111111"
http://www.wikidata.org/entity/Q3105033,Giacomo Bertucci,1502-01-01T00:00:00Z,1579-01-01T00:00:00Z,Faenza,"44.283333333333, 11.883333333333",Faenza,"44.283333333333, 11.883333333333"
http://www.wikidata.org/entity/Q3081139,Francesco dai Libri,1452-01-01T00:00:00Z,1503-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Vérone,"45.438158333333, 10.993741666667"
http://www.wikidata.org/entity/Q3080987,Francesco Mantegna,1470-01-01T00:00:00Z,1517-01-01T00:00:00Z,Mantoue,"45.156388888889, 10.791111111111",Mantoue,"45.156388888889, 10.791111111111"
http://www.wikidata.org/entity/Q2585778,Lu Zhi,1496-01-01T00:00:00Z,1576-01-01T00:00:00Z,Suzhou,"31.30401, 120.61642",Suzhou,"31.30401, 120.61642"
http://www.wikidata.org/entity/Q2659132,Bartholomäus Dill,1500-01-01T00:00:00Z,1550-01-01T00:00:00Z,Wurtzbourg,"49.794444444444, 9.9294444444444",Bolzano,"46.5, 11.35"
http://www.wikidata.org/entity/Q2575262,Wilhelm Stetter,1487-01-01T00:00:00Z,1552-01-01T00:00:00Z,Strasbourg,"48.573333333333, 7.7522222222222",Strasbourg,"48.573333333333, 7.7522222222222"
http://www.wikidata.org/entity/Q2575262,Wilhelm Stetter,1490-01-01T00:00:00Z,1552-01-01T00:00:00Z,Strasbourg,"48.573333333333, 7.7522222222222",Strasbourg,"48.573333333333, 7.7522222222222"
http://www.wikidata.org/entity/Q2559107,Jacob de Gheyn,1600-01-01T00:00:00Z,1581-01-01T00:00:00Z,Utrecht,"52.088888888889, 5.1155555555556",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q3084125,François Bréa,1495-01-01T00:00:00Z,1562-01-01T00:00:00Z,Nice,"43.701944444444, 7.2683333333333",Nice,"43.701944444444, 7.2683333333333"
http://www.wikidata.org/entity/Q3081126,Francesco da Cotignola,1475-01-01T00:00:00Z,1532-01-01T00:00:00Z,Cotignola,"44.383333333333, 11.933333333333",Ravenne,"44.417777777778, 12.199444444444"
http://www.wikidata.org/entity/Q3105087,Giacomo Raibolini,1486-01-01T00:00:00Z,1557-01-03T00:00:00Z,Bologne,"44.493888888889, 11.342777777778",Bologne,"44.493888888889, 11.342777777778"
http://www.wikidata.org/entity/Q3081033,Francesco Napoletano,1470-01-01T00:00:00Z,1501-08-21T00:00:00Z,Naples,"40.833333333333, 14.25",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q3081021,Francesco Menzocchi,1502-01-01T00:00:00Z,1574-01-01T00:00:00Z,Forlì,"44.2225, 12.040833333333",Forlì,"44.2225, 12.040833333333"
http://www.wikidata.org/entity/Q3069004,Fermo Guisoni,1510-01-01T00:00:00Z,1580-01-01T00:00:00Z,Mantoue,"45.156388888889, 10.791111111111",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q3105150,Gian Antonio Licinio,1515-01-01T00:00:00Z,1576-01-01T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Côme,"45.81025, 9.0861388888889"
http://www.wikidata.org/entity/Q3100174,Wu Wei,1459-01-01T00:00:00Z,1508-01-01T00:00:00Z,Wuhan,"30.5725, 114.279167",Nankin,"32.05, 118.76666666667"
http://www.wikidata.org/entity/Q3081132,Francesco da Montereale,1466-01-01T00:00:00Z,1541-01-01T00:00:00Z,Montereale,"42.57144, 13.2623",L'Aquila,"42.354008333333, 13.391991666667"
http://www.wikidata.org/entity/Q3081132,Francesco da Montereale,1466-01-01T00:00:00Z,1541-01-01T00:00:00Z,Montereale,"42.522777777778, 13.248611111111",L'Aquila,"42.354008333333, 13.391991666667"
http://www.wikidata.org/entity/Q1446925,Giovanni di Pietro,1450-01-01T00:00:00Z,1528-01-01T00:00:00Z,Pérouse,"43.1121, 12.3888",Spolète,"42.733333333333, 12.733333333333"
http://www.wikidata.org/entity/Q1525577,Paul Lautensack,1478-01-01T00:00:00Z,1558-08-15T00:00:00Z,Bamberg,"49.89166667, 10.88888889",Nuremberg,"49.452777777778, 11.077777777778"
http://www.wikidata.org/entity/Q1525577,Paul Lautensack,1478-01-01T00:00:00Z,1558-08-15T00:00:00Z,Bamberg,"49.891666666667, 10.891666666667",Nuremberg,"49.452777777778, 11.077777777778"
http://www.wikidata.org/entity/Q1445472,Frans Pourbus l'Ancien,1545-01-01T00:00:00Z,1581-10-09T00:00:00Z,Bruges,"51.209444444444, 3.22",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2761474,Cornelis Anthonisz,1505-01-01T00:00:00Z,1553-01-01T00:00:00Z,Amsterdam,"52.383333333333, 4.9",Amsterdam,"52.383333333333, 4.9"
http://www.wikidata.org/entity/Q2737198,Francesco Maria Rondani,1490-07-15T00:00:00Z,1550-01-01T00:00:00Z,Parme,"44.801472222222, 10.328",Parme,"44.801472222222, 10.328"
http://www.wikidata.org/entity/Q2857458,Antonio Semini,1485-01-01T00:00:00Z,1554-01-01T00:00:00Z,Gênes,"44.407186111111, 8.9339833333333",Gênes,"44.407186111111, 8.9339833333333"
http://www.wikidata.org/entity/Q2821868,Abraham de Ryckere,1566-01-01T00:00:00Z,1599-01-01T00:00:00Z,Anvers,"51.216666666667, 4.4",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2831732,Alberto Alberti,1526-01-01T00:00:00Z,1598-11-01T00:00:00Z,Sansepolcro,"43.575555555556, 12.143888888889",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q2716659,Marcello Venusti,1510-01-01T00:00:00Z,1579-10-15T00:00:00Z,Mazzo di Valtellina,"46.25, 10.25",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q2788008,Joos de Beer,1530-01-01T00:00:00Z,1591-01-01T00:00:00Z,Utrecht,"52.088888888889, 5.1155555555556",Utrecht,"52.088888888889, 5.1155555555556"
http://www.wikidata.org/entity/Q2714665,Giovanni Martino Spanzotti,1455-01-01T00:00:00Z,1526-01-01T00:00:00Z,Casale Monferrato,"45.134166666667, 8.4583333333333",Chivasso,"45.183333333333, 7.8833333333333"
http://www.wikidata.org/entity/Q2880663,Baldassarre Carrari le Jeune,1460-01-01T00:00:00Z,1516-01-01T00:00:00Z,Forlì,"44.2225, 12.040833333333",Ravenne,"44.417777777778, 12.199444444444"
http://www.wikidata.org/entity/Q2821866,Abraham de Bruyn,1539-01-01T00:00:00Z,1587-01-01T00:00:00Z,Anvers,"51.216666666667, 4.4",Cologne,"50.942222222222, 6.9577777777778"
http://www.wikidata.org/entity/Q1525692,Giovannello da Itala,1504-01-01T00:00:00Z,1531-01-01T00:00:00Z,Itala,"38.051111111111, 15.436944444444",Messine,"38.183333333333, 15.55"
http://www.wikidata.org/entity/Q1441245,Francesco Terzio,1523-01-01T00:00:00Z,1591-08-20T00:00:00Z,Bergame,"45.695, 9.67",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q1525327,Jan Baegert,1465-01-01T00:00:00Z,1535-01-01T00:00:00Z,Wesel,"51.658611111111, 6.6177777777778",Wesel,"51.658611111111, 6.6177777777778"
http://www.wikidata.org/entity/Q1467689,Hans Herbst,1470-01-01T00:00:00Z,1552-11-10T00:00:00Z,Strasbourg,"48.573333333333, 7.7522222222222",Bâle,"47.550555555556, 7.5911111111111"
http://www.wikidata.org/entity/Q1441160,Francesco Morone,1471-01-01T00:00:00Z,1529-06-05T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Vérone,"45.438158333333, 10.993741666667"
http://www.wikidata.org/entity/Q1505164,Georg Lemberger,1490-01-01T00:00:00Z,1540-01-01T00:00:00Z,Landshut,"48.539722222222, 12.150833333333",Magdebourg,"52.133333333333, 11.616666666667"
http://www.wikidata.org/entity/Q2629038,Bernardino Licinio,1489-01-01T00:00:00Z,1565-01-01T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q2606874,Maturino Fiorentino,1490-01-01T00:00:00Z,1528-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q2566320,Francesco Bissolo,1470-01-01T00:00:00Z,1554-04-20T00:00:00Z,Trévise,"45.672219444444, 12.242219444444",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q2632216,Scipione Pulzone,1550-01-01T00:00:00Z,1598-02-01T00:00:00Z,Gaète,"41.216666666667, 13.566666666667",Rome,"41.893055555556, 12.482777777778"
http://www.wikidata.org/entity/Q2898908,Bernardino Zaganelli,1460-01-01T00:00:00Z,1510-01-01T00:00:00Z,Cotignola,"44.383333333333, 11.933333333333",Cotignola,"44.383333333333, 11.933333333333"
http://www.wikidata.org/entity/Q2898908,Bernardino Zaganelli,1460-01-01T00:00:00Z,1512-01-01T00:00:00Z,Cotignola,"44.383333333333, 11.933333333333",Cotignola,"44.383333333333, 11.933333333333"
http://www.wikidata.org/entity/Q2939247,Carlo Portelli da Loro,1539-01-01T00:00:00Z,1574-01-01T00:00:00Z,Loro Ciuffenna,"43.586666666667, 11.628611111111",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q3002902,Cristoforo Caselli,1460-01-01T00:00:00Z,1521-06-25T00:00:00Z,Parme,"44.801472222222, 10.328",Parme,"44.801472222222, 10.328"
http://www.wikidata.org/entity/Q3027938,Francesco Marmitta,1460-01-01T00:00:00Z,1505-01-01T00:00:00Z,Parme,"44.801472222222, 10.328",Parme,"44.801472222222, 10.328"
http://www.wikidata.org/entity/Q2130939,Luis de Vargas,1502-01-01T00:00:00Z,1567-01-01T00:00:00Z,Almendralejo,"38.683055555556, -6.4091666666667",Séville,"37.383333333333, -5.9833333333333"
http://www.wikidata.org/entity/Q2256294,Maestro dell'Annunciazione Gardner,1445-01-01T00:00:00Z,1508-01-01T00:00:00Z,Amelia,"42.55, 12.416666666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2075605,Peter Hemmel von Andlau,1420-01-01T00:00:00Z,1501-01-01T00:00:00Z,Andlau,"48.386388888889, 7.4177777777778",Strasbourg,"48.573333333333, 7.7522222222222"
http://www.wikidata.org/entity/Q2187661,Francisco de Holanda,1517-09-06T00:00:00Z,1584-06-19T00:00:00Z,Lisbonne,"38.716666666667, -9.1666666666667",Lisbonne,"38.716666666667, -9.1666666666667"
http://www.wikidata.org/entity/Q2253581,Maso da San Friano,1531-01-01T00:00:00Z,1571-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2248916,Tang Yin,1470-04-06T00:00:00Z,1524-01-07T00:00:00Z,Suzhou,"31.30401, 120.61642",Suzhou,"31.30401, 120.61642"
http://www.wikidata.org/entity/Q2253102,Giovanni Antonio Sogliani,1492-01-01T00:00:00Z,1544-07-25T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2711324,Alejo Fernández,1475-01-01T00:00:00Z,1545-01-01T00:00:00Z,Cordoue,"37.883333333333, -4.7666666666667",Séville,"37.383333333333, -5.9833333333333"
http://www.wikidata.org/entity/Q2846393,Andrea Piccinelli,1487-01-01T00:00:00Z,1525-01-01T00:00:00Z,Sienne,"43.318333333333, 11.331388888889",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2823950,Adam Grimmer,1555-01-01T00:00:00Z,1596-01-01T00:00:00Z,Mayence,"50, 8.2666666666667",Mayence,"50.0, 8.2666666666667"
http://www.wikidata.org/entity/Q2823950,Adam Grimmer,1555-01-01T00:00:00Z,1596-01-01T00:00:00Z,Mayence,"50.0, 8.2666666666667",Mayence,"50.0, 8.2666666666667"
http://www.wikidata.org/entity/Q2823950,Adam Grimmer,1555-01-01T00:00:00Z,1596-01-01T00:00:00Z,Mayence,"50, 8.2666666666667",Mayence,"50, 8.2666666666667"
http://www.wikidata.org/entity/Q2823950,Adam Grimmer,1555-01-01T00:00:00Z,1596-01-01T00:00:00Z,Mayence,"50.0, 8.2666666666667",Mayence,"50, 8.2666666666667"
http://www.wikidata.org/entity/Q2730919,Mirabello Cavalori,1535-01-01T00:00:00Z,1572-08-27T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q2758151,Pier Maria Pennacchi,1464-01-01T00:00:00Z,1515-01-01T00:00:00Z,Trévise,"45.672219444444, 12.242219444444",Trévise,"45.672219444444, 12.242219444444"
http://www.wikidata.org/entity/Q2846439,Andrea di Cosimo,1478-01-01T00:00:00Z,1548-05-12T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q1646168,Bartolomeo Bonascia,1450-01-01T00:00:00Z,1527-01-01T00:00:00Z,Modène,"44.64582, 10.92572",Modène,"44.64582, 10.92572"
http://www.wikidata.org/entity/Q1682266,Jan Swart,1490-01-01T00:00:00Z,1563-01-01T00:00:00Z,Groningue,"53.216666666667, 6.55",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q1682266,Jan Swart,1490-01-01T00:00:00Z,1553-01-01T00:00:00Z,Groningue,"53.216666666667, 6.55",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q1798048,Narziß Renner,1502-01-01T00:00:00Z,1536-01-01T00:00:00Z,Augsbourg,"48.371666666667, 10.898333333333",Augsbourg,"48.371666666667, 10.898333333333"
http://www.wikidata.org/entity/Q1743903,Francesco Vecellio,1475-01-01T00:00:00Z,1559-01-01T00:00:00Z,Pieve di Cadore,"46.433333333333, 12.366666666667",Pieve di Cadore,"46.433333333333, 12.366666666667"
http://www.wikidata.org/entity/Q1743903,Francesco Vecellio,1475-01-01T00:00:00Z,1560-01-01T00:00:00Z,Pieve di Cadore,"46.433333333333, 12.366666666667",Pieve di Cadore,"46.433333333333, 12.366666666667"
http://www.wikidata.org/entity/Q1681906,Jan Joest van Kalkar,1455-01-01T00:00:00Z,1519-01-01T00:00:00Z,Wesel,"51.658611111111, 6.6177777777778",Haarlem,"52.380277777778, 4.6405555555556"
http://www.wikidata.org/entity/Q1643157,Giacomo Zanguidi,1544-07-25T00:00:00Z,1574-01-01T00:00:00Z,Parme,"44.801472222222, 10.328",Parme,"44.801472222222, 10.328"
http://www.wikidata.org/entity/Q1709100,Timoteo della Vite,1469-01-01T00:00:00Z,1523-01-01T00:00:00Z,Urbino,"43.725238888889, 12.6372",Urbino,"43.725238888889, 12.6372"
http://www.wikidata.org/entity/Q1715415,Jörg Kölderer,1465-01-01T00:00:00Z,1540-07-01T00:00:00Z,Inzing,"47.272222222222, 11.2",Innsbruck,"47.266666666667, 11.383333333333"
http://www.wikidata.org/entity/Q1727693,Dario Varotari,1539-01-01T00:00:00Z,1596-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Padoue,"45.406388888889, 11.877777777778"
http://www.wikidata.org/entity/Q1681906,Jan Joest van Kalkar,1460-01-01T00:00:00Z,1519-01-01T00:00:00Z,Wesel,"51.658611111111, 6.6177777777778",Haarlem,"52.380277777778, 4.6405555555556"
http://www.wikidata.org/entity/Q2898912,Bernardino da Asola,1490-01-01T00:00:00Z,1540-01-01T00:00:00Z,Asola,"45.216666666667, 10.416666666667",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q2939168,Carlo Caliari,1570-01-01T00:00:00Z,1596-01-01T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q2891764,Battista del Moro,1512-01-01T00:00:00Z,1573-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q3034782,Domenico da Tolmezzo,1448-01-01T00:00:00Z,1507-01-01T00:00:00Z,Tolmezzo,"46.4, 13.016666666667",Udine,"46.066666666667, 13.233333333333"
http://www.wikidata.org/entity/Q2939264,Carlo Urbino,1525-01-01T00:00:00Z,1585-01-01T00:00:00Z,Crema,"45.366666666667, 9.6833333333333",Crema,"45.366666666667, 9.6833333333333"
http://www.wikidata.org/entity/Q2897389,Bernard de Rijckere,1535-01-01T00:00:00Z,1590-01-01T00:00:00Z,Courtrai,"50.833333333333, 3.2666666666667",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2889665,Pedro de Villegas Marmolejo,1519-01-01T00:00:00Z,1596-01-01T00:00:00Z,Séville,"37.383333333333, -5.9833333333333",Séville,"37.383333333333, -5.9833333333333"
http://www.wikidata.org/entity/Q2857322,Antonio Leonelli,1438-01-01T00:00:00Z,1525-01-01T00:00:00Z,Crevalcore,"44.716666666667, 11.15",Bologne,"44.493888888889, 11.342777777778"
http://www.wikidata.org/entity/Q2857518,Antonio del Massaro,1450-01-01T00:00:00Z,1516-01-01T00:00:00Z,Viterbe,"42.418611111111, 12.104166666667",Viterbe,"42.418611111111, 12.104166666667"
http://www.wikidata.org/entity/Q2842455,Ambrosino da Tormoli,1437-01-01T00:00:00Z,1517-01-01T00:00:00Z,Soncino,"45.4, 9.8666666666667",Bologne,"44.493888888889, 11.342777777778"
http://www.wikidata.org/entity/Q2846300,Andrea Bellunello,1440-01-01T00:00:00Z,1506-01-01T00:00:00Z,Belluno,"46.140830555556, 12.215561111111",San Vito al Tagliamento,"45.915277777778, 12.855555555556"
http://www.wikidata.org/entity/Q2881258,Joan Gascó,1480-01-01T00:00:00Z,1529-01-01T00:00:00Z,Tafalla,"42.528888888889, -1.6736111111111",Vic,"41.930379, 2.254575"
http://www.wikidata.org/entity/Q3048892,Ulrich Apt,1460-01-01T00:00:00Z,1532-03-11T00:00:00Z,Augsbourg,"48.371666666667, 10.898333333333",Augsbourg,"48.371666666667, 10.898333333333"
http://www.wikidata.org/entity/Q2934270,Callisto Piazza,1500-01-01T00:00:00Z,1561-01-01T00:00:00Z,Lodi,"45.316666666667, 9.5",Lodi,"45.316666666667, 9.5"
http://www.wikidata.org/entity/Q2898920,Bernardino di Mariotto,1478-01-01T00:00:00Z,1566-01-01T00:00:00Z,Pérouse,"43.1121, 12.3888",Pérouse,"43.1121, 12.3888"
http://www.wikidata.org/entity/Q3043131,Francesco da Urbino,1545-01-01T00:00:00Z,1582-11-30T00:00:00Z,Urbino,"43.725238888889, 12.6372",Madrid,"40.418888888889, -3.6919444444444"
http://www.wikidata.org/entity/Q3063724,Fabio Licinio,1521-01-01T00:00:00Z,1565-11-28T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q2094227,Pieter Balten,1525-01-01T00:00:00Z,1584-01-01T00:00:00Z,Anvers,"51.216666666667, 4.4",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2126008,George Gower,1540-01-01T00:00:00Z,1596-01-01T00:00:00Z,Angleterre,"51.5, -0.11666666666667",Londres,"51.507222222222, -0.1275"
http://www.wikidata.org/entity/Q2054338,Benedetto Caliari,1538-01-01T00:00:00Z,1598-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q2053625,Jan de Beer,1475-01-01T00:00:00Z,1528-01-01T00:00:00Z,Anvers,"51.216666666667, 4.4",Anvers,"51.216666666667, 4.4"
http://www.wikidata.org/entity/Q2066867,Pedro de Campaña,1503-01-01T00:00:00Z,1580-01-01T00:00:00Z,Bruxelles,"50.8467, 4.3547",Bruxelles,"50.8467, 4.3547"
http://www.wikidata.org/entity/Q2013006,Giulio Licinio,1527-01-01T00:00:00Z,1591-04-28T00:00:00Z,Venise,"45.439722222222, 12.331944444444",Venise,"45.439722222222, 12.331944444444"
http://www.wikidata.org/entity/Q1978080,Francesco de Tatti,1470-01-01T00:00:00Z,1532-01-01T00:00:00Z,Varèse,"45.816666666667, 8.8333333333333",Milan,"45.464161, 9.190336"
http://www.wikidata.org/entity/Q1909526,Dominique Lampson,1532-01-01T00:00:00Z,1599-01-01T00:00:00Z,Bruges,"51.209444444444, 3.22",Liège,"50.64528, 5.57568"
http://www.wikidata.org/entity/Q2003950,Willem Benson,1521-01-01T00:00:00Z,1574-01-01T00:00:00Z,Bruges,"51.209444444444, 3.22",Middelbourg,"51.499722222222, 3.6136111111111"
http://www.wikidata.org/entity/Q1937873,Mir Sayyid Ali,1510-01-01T00:00:00Z,1572-01-01T00:00:00Z,Tabriz,"38.083333333333, 46.283333333333",Āgrā,"27.18, 78.02"
http://www.wikidata.org/entity/Q1928779,Michael Ostendorfer,1490-01-01T00:00:00Z,1559-12-14T00:00:00Z,Hemau,"49.051944444444, 11.782777777778",Ratisbonne,"49.016666666667, 12.083333333333"
http://www.wikidata.org/entity/Q1918394,Giovanni Larciani,1484-01-01T00:00:00Z,1527-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Florence,"43.771388888889, 11.254166666667"
http://www.wikidata.org/entity/Q1772767,Cesare Turco,1510-01-01T00:00:00Z,1560-01-01T00:00:00Z,Ischitella,"41.9, 15.9",Naples,"40.833333333333, 14.25"
http://www.wikidata.org/entity/Q1772767,Cesare Turco,1510-01-01T00:00:00Z,1560-01-01T00:00:00Z,Ischitella,"41.90434, 15.89945",Naples,"40.833333333333, 14.25"
http://www.wikidata.org/entity/Q1773714,Giovanni Antonio Amati,1475-01-01T00:00:00Z,1555-01-01T00:00:00Z,Naples,"40.833333333333, 14.25",Naples,"40.833333333333, 14.25"
http://www.wikidata.org/entity/Q2165341,Romulo Cincinato,1502-01-01T00:00:00Z,1593-01-01T00:00:00Z,Florence,"43.771388888889, 11.254166666667",Madrid,"40.418888888889, -3.6919444444444"
http://www.wikidata.org/entity/Q2263712,Andrea Sabbatini,1480-01-01T00:00:00Z,1545-01-01T00:00:00Z,Salerne,"40.680555555556, 14.759722222222",Gaète,"41.216666666667, 13.566666666667"
http://www.wikidata.org/entity/Q2070123,Niccolò Giolfino,1476-01-01T00:00:00Z,1555-01-01T00:00:00Z,Vérone,"45.438158333333, 10.993741666667",Vérone,"45.438158333333, 10.993741666667"
http://www.wikidata.org/entity/Q2125116,Lancelot Blondeel,1498-01-01T00:00:00Z,1561-03-04T00:00:00Z,Poperinge,"50.8547, 2.7256",Bruges,"51.209444444444, 3.22"
http://www.wikidata.org/entity/Q2215842,Salvo d'Antonio,1461-01-01T00:00:00Z,1526-01-01T00:00:00Z,Messine,"38.183333333333, 15.55",Messine,"38.183333333333, 15.55"
http://www.wikidata.org/entity/Q2260350,Ippolito Costa,1506-01-01T00:00:00Z,1561-11-08T00:00:00Z,Bologne,"44.493888888889, 11.342777777778",Mantoue,"45.156388888889, 10.791111111111"
http://www.wikidata.org/entity/Q1909908,Matthias Gerung,1500-01-01T00:00:00Z,1570-01-01T00:00:00Z,Nördlingen,"48.85, 10.5",Lauingen (Donau),"48.566666666667, 10.433333333333"
http://www.wikidata.org/entity/Q1909372,Matteo Civitali,1436-01-01T00:00:00Z,1501-10-12T00:00:00Z,Lucques,"43.85, 10.516666666667",Lucques,"43.85, 10.516666666667"
http://www.wikidata.org/entity/Q1909372,Matteo Civitali,1436-01-01T00:00:00Z,1502-01-01T00:00:00Z,Lucques,"43.85, 10.516666666667",Lucques,"43.85, 10.516666666667"
